id,class
2724,ai
2725,ai
2726,ai
2727,real
2728,ai
2729,ai
2730,real
2731,ai
2732,ai
2733,ai
2734,real
2735,ai
2736,real
2737,ai
2738,real
2739,real
2740,ai
2741,real
2742,ai
2743,real
2744,real
2745,ai
2746,ai
2747,real
2748,ai
2749,real
2750,ai
2751,real
2752,real
2753,real
2754,real
2755,real
2756,real
2757,ai
2758,real
2759,ai
2760,ai
2761,ai
2762,real
2763,real
2764,real
2765,real
2766,real
2767,real
2768,real
2769,ai
2770,real
2771,ai
2772,real
2773,real
2774,ai
2775,real
2776,real
2777,ai
2778,ai
2779,ai
2780,real
2781,real
2782,ai
2783,real
2784,ai
2785,real
2786,ai
2787,ai
2788,real
2789,real
2790,real
2791,real
2792,real
2793,ai
2794,real
2795,real
2796,real
2797,ai
2798,real
2799,ai
2800,ai
2801,real
2802,real
2803,ai
2804,ai
2805,real
2806,ai
2807,real
2808,real
2809,ai
2810,real
2811,real
2812,ai
2813,ai
2814,real
2815,ai
2816,ai
2817,ai
2818,real
2819,real
2820,ai
2821,ai
2822,real
2823,ai
2824,real
2825,ai
2826,ai
2827,ai
2828,real
2829,ai
2830,real
2831,ai
2832,ai
2833,ai
2834,ai
2835,real
2836,ai
2837,real
2838,real
2839,real
2840,real
2841,ai
2842,ai
2843,ai
2844,ai
2845,ai
2846,real
2847,ai
2848,real
2849,ai
2850,real
2851,real
2852,ai
2853,ai
2854,real
2855,real
2856,ai
2857,ai
2858,ai
2859,real
2860,ai
2861,ai
2862,ai
2863,real
2864,real
2865,ai
2866,ai
2867,real
2868,ai
2869,real
2870,real
2871,real
2872,ai
2873,ai
2874,real
2875,real
2876,ai
2877,real
2878,real
2879,real
2880,ai
2881,ai
2882,real
2883,real
2884,ai
2885,ai
2886,real
2887,real
2888,real
2889,ai
2890,real
2891,ai
2892,real
2893,ai
2894,real
2895,real
2896,real
2897,ai
2898,ai
2899,real
2900,ai
2901,ai
2902,real
2903,real
2904,real
2905,ai
2906,real
2907,real
2908,real
2909,ai
2910,ai
2911,real
2912,real
2913,ai
2914,ai
2915,real
2916,ai
2917,ai
2918,real
2919,ai
2920,real
2921,ai
2922,ai
2923,ai
2924,real
2925,ai
2926,real
2927,ai
2928,ai
2929,ai
2930,ai
2931,ai
2932,real
2933,ai
2934,ai
2935,real
2936,ai
2937,ai
2938,real
2939,real
2940,real
2941,real
2942,real
2943,ai
2944,ai
2945,real
2946,real
2947,real
2948,ai
2949,ai
2950,real
2951,ai
2952,real
2953,ai
2954,real
2955,ai
2956,ai
2957,real
2958,ai
2959,ai
2960,ai
2961,real
2962,ai
2963,ai
2964,real
2965,real
2966,ai
2967,real
2968,real
2969,real
2970,real
2971,ai
2972,ai
2973,ai
2974,real
2975,real
2976,ai
2977,real
2978,ai
2979,real
2980,ai
2981,ai
2982,ai
2983,real
2984,ai
2985,real
2986,real
2987,real
2988,ai
2989,real
2990,real
2991,real
2992,real
2993,real
2994,ai
2995,real
2996,ai
2997,real
2998,real
2999,ai
3000,ai
3001,ai
3002,ai
3003,real
3004,ai
3005,real
3006,ai
3007,real
3008,real
3009,real
3010,real
3011,real
3012,ai
3013,real
3014,ai
3015,ai
3016,real
3017,real
3018,real
3019,ai
3020,ai
3021,real
3022,ai
3023,ai
3024,real
3025,real
3026,real
3027,real
3028,ai
3029,ai
3030,real
3031,real
3032,ai
3033,ai
3034,ai
3035,ai
3036,real
3037,real
3038,real
3039,ai
3040,ai
3041,real
3042,real
3043,ai
3044,ai
3045,ai
3046,ai
3047,real
3048,ai
3049,ai
3050,real
3051,real
3052,ai
3053,real
3054,ai
3055,ai
3056,ai
3057,real
3058,ai
3059,real
3060,real
3061,real
3062,ai
3063,ai
3064,ai
3065,ai
3066,ai
3067,real
3068,ai
3069,ai
3070,ai
3071,ai
3072,real
3073,real
3074,ai
3075,real
3076,real
3077,real
3078,real
3079,real
3080,real
3081,real
3082,real
3083,real
3084,real
3085,real
3086,real
3087,ai
3088,ai
3089,real
3090,ai
3091,real
3092,ai
3093,real
3094,ai
3095,ai
3096,ai
3097,ai
3098,real
3099,ai
3100,real
3101,ai
3102,ai
3103,real
3104,real
3105,real
3106,ai
3107,real
3108,ai
3109,real
3110,real
3111,ai
3112,real
3113,ai
3114,ai
3115,ai
3116,ai
3117,ai
3118,real
3119,ai
3120,real
3121,real
3122,real
3123,ai
3124,ai
3125,ai
3126,ai
3127,ai
3128,real
3129,ai
3130,real
3131,real
3132,real
3133,real
3134,real
3135,ai
3136,ai
3137,real
3138,real
3139,ai
3140,real
3141,real
3142,ai
3143,ai
3144,real
3145,ai
3146,real
3147,ai
3148,ai
3149,ai
3150,real
3151,real
3152,real
3153,ai
3154,real
3155,ai
3156,real
3157,real
3158,real
3159,ai
3160,ai
3161,real
3162,ai
3163,ai
3164,ai
3165,ai
3166,real
3167,ai
3168,ai
3169,real
3170,real
3171,ai
3172,real
3173,real
3174,ai
3175,real
3176,real
3177,real
3178,ai
3179,ai
3180,ai
3181,real
3182,real
3183,ai
3184,real
3185,real
3186,ai
3187,real
3188,ai
3189,ai
3190,real
3191,real
3192,ai
3193,ai
3194,ai
3195,real
3196,real
3197,real
3198,real
3199,ai
3200,ai
3201,ai
3202,ai
3203,real
3204,ai
3205,real
3206,ai
3207,real
3208,real
3209,ai
3210,real
3211,ai
3212,real
3213,ai
3214,real
3215,real
3216,ai
3217,real
3218,real
3219,real
3220,ai
3221,ai
3222,real
3223,real
3224,ai
3225,ai
3226,ai
3227,ai
3228,ai
3229,real
3230,real
3231,real
3232,ai
3233,real
3234,real
3235,real
3236,ai
3237,real
3238,real
3239,real
3240,real
3241,real
3242,ai
3243,ai
3244,ai
3245,real
3246,real
3247,ai
3248,real
3249,ai
3250,real
3251,real
3252,ai
3253,real
3254,real
3255,real
3256,real
3257,real
3258,ai
3259,ai
3260,real
3261,ai
3262,ai
3263,real
3264,real
3265,ai
3266,ai
3267,ai
3268,ai
3269,ai
3270,ai
3271,real
3272,ai
3273,real
3274,real
3275,real
3276,real
3277,ai
3278,ai
3279,real
3280,ai
3281,ai
3282,real
3283,ai
3284,ai
3285,real
3286,real
3287,ai
3288,real
3289,ai
3290,ai
3291,ai
3292,real
3293,real
3294,ai
3295,real
3296,ai
3297,ai
3298,ai
3299,real
3300,real
3301,real
3302,real
3303,ai
3304,ai
3305,ai
3306,real
3307,real
3308,real
3309,ai
3310,ai
3311,real
3312,real
3313,real
3314,real
3315,ai
3316,real
3317,ai
3318,ai
3319,real
3320,ai
3321,real
3322,ai
3323,real
3324,real
3325,real
3326,ai
3327,ai
3328,real
3329,ai
3330,ai
3331,real
3332,real
3333,ai
3334,ai
3335,real
3336,real
3337,ai
3338,ai
3339,real
3340,real
3341,real
3342,real
3343,ai
3344,real
3345,real
3346,ai
3347,ai
3348,real
3349,ai
3350,real
3351,real
3352,real
3353,ai
3354,ai
3355,ai
3356,real
3357,real
3358,ai
3359,ai
3360,real
3361,ai
3362,ai
3363,ai
3364,real
3365,real
3366,ai
3367,ai
3368,real
3369,ai
3370,real
3371,ai
3372,ai
3373,real
3374,real
3375,real
3376,real
3377,real
3378,ai
3379,ai
3380,ai
3381,real
3382,real
3383,ai
3384,ai
3385,ai
3386,real
3387,real
3388,real
3389,ai
3390,real
3391,ai
3392,ai
3393,ai
3394,ai
3395,real
3396,ai
3397,ai
3398,ai
3399,real
3400,ai
3401,ai
3402,ai
3403,real
3404,real
3405,ai
3406,real
3407,real
3408,real
3409,real
3410,real
3411,real
3412,ai
3413,real
3414,ai
3415,real
3416,real
3417,real
3418,ai
3419,ai
3420,real
3421,ai
3422,real
3423,ai
3424,ai
3425,real
3426,ai
3427,ai
3428,real
3429,real
3430,ai
3431,ai
3432,real
3433,ai
3434,real
3435,real
3436,ai
3437,real
3438,real
3439,real
3440,ai
3441,real
3442,ai
3443,real
3444,ai
3445,ai
3446,real
3447,ai
3448,ai
3449,ai
3450,real
3451,real
3452,real
3453,ai
3454,ai
3455,real
3456,real
3457,ai
3458,ai
3459,ai
3460,ai
3461,real
3462,ai
3463,ai
3464,ai
3465,real
3466,real
3467,ai
3468,real
3469,real
3470,ai
3471,real
3472,real
3473,ai
3474,real
3475,ai
3476,ai
3477,ai
3478,real
3479,real
3480,ai
3481,real
3482,ai
3483,real
3484,ai
3485,ai
3486,ai
3487,ai
3488,real
3489,ai
3490,real
3491,ai
3492,real
3493,ai
3494,ai
3495,real
3496,real
3497,real
3498,ai
3499,ai
3500,ai
3501,real
3502,real
3503,real
3504,ai
3505,ai
3506,real
3507,ai
3508,real
3509,real
3510,ai
3511,ai
3512,real
3513,ai
3514,ai
3515,ai
3516,ai
3517,ai
3518,ai
3519,real
3520,ai
3521,real
3522,ai
3523,ai
3524,real
3525,ai
3526,real
3527,ai
3528,ai
3529,real
3530,ai
3531,ai
3532,ai
3533,real
3534,real
3535,ai
3536,ai
3537,real
3538,ai
3539,real
3540,ai
3541,real
3542,real
3543,real
3544,ai
3545,ai
3546,real
3547,ai
3548,real
3549,real
3550,ai
3551,ai
3552,real
3553,real
3554,real
3555,real
3556,ai
3557,real
3558,real
3559,ai
3560,ai
3561,real
3562,real
3563,real
3564,real
3565,ai
3566,ai
3567,ai
3568,real
3569,ai
3570,real
3571,ai
3572,ai
3573,ai
3574,ai
3575,ai
3576,real
3577,real
3578,ai
3579,real
3580,ai
3581,real
3582,ai
3583,ai
3584,real
3585,real
3586,real
3587,ai
3588,ai
3589,real
3590,ai
3591,real
3592,ai
3593,real
3594,real
3595,ai
3596,real
3597,real
3598,ai
3599,ai
3600,real
3601,ai
3602,real
3603,ai
3604,ai
3605,real
3606,real
3607,real
3608,real
3609,ai
3610,real
3611,real
3612,real
3613,ai
3614,ai
3615,real
3616,ai
3617,ai
3618,ai
3619,real
3620,ai
3621,ai
3622,real
3623,real
3624,ai
3625,real
3626,ai
3627,ai
3628,real
3629,ai
3630,ai
3631,real
3632,real
3633,real
3634,real
3635,ai
3636,ai
3637,ai
3638,ai
3639,real
3640,real
3641,ai
3642,real
3643,real
3644,real
3645,real
3646,real
3647,ai
3648,real
3649,ai
3650,ai
3651,ai
3652,real
3653,real
3654,ai
3655,ai
3656,ai
3657,ai
3658,real
3659,ai
3660,ai
3661,ai
3662,real
3663,ai
3664,ai
3665,real
3666,ai
3667,ai
3668,ai
3669,real
3670,real
3671,ai
3672,real
3673,real
3674,ai
3675,real
3676,real
3677,real
3678,ai
3679,real
3680,ai
3681,ai
3682,real
3683,real
3684,ai
3685,ai
3686,real
3687,ai
3688,ai
3689,real
3690,real
3691,real
3692,real
3693,ai
3694,real
3695,ai
3696,real
3697,ai
3698,ai
3699,real
3700,ai
3701,ai
3702,real
3703,real
3704,ai
3705,ai
3706,real
3707,ai
3708,real
3709,ai
3710,real
3711,real
3712,ai
3713,ai
3714,real
3715,real
3716,real
3717,ai
3718,real
3719,real
3720,real
3721,ai
3722,ai
3723,real
3724,real
3725,ai
3726,ai
3727,real
3728,ai
3729,real
3730,real
3731,ai
3732,real
3733,real
3734,real
3735,ai
3736,real
3737,ai
3738,real
3739,real
3740,real
3741,ai
3742,real
3743,real
3744,ai
3745,ai
3746,ai
3747,ai
3748,ai
3749,real
3750,real
3751,ai
3752,ai
3753,real
3754,real
3755,ai
3756,real
3757,ai
3758,ai
3759,real
3760,real
3761,ai
3762,real
3763,ai
3764,real
3765,real
3766,real
3767,real
3768,ai
3769,ai
3770,ai
3771,ai
3772,ai
3773,ai
3774,real
3775,real
3776,ai
3777,real
3778,ai
3779,real
3780,real
3781,ai
3782,ai
3783,real
3784,ai
3785,ai
3786,ai
3787,real
3788,ai
3789,ai
3790,ai
3791,ai
3792,real
3793,real
3794,real
3795,ai
3796,real
3797,real
3798,real
3799,real
3800,ai
3801,ai
3802,real
3803,real
3804,real
3805,ai
3806,ai
3807,ai
3808,real
3809,ai
3810,ai
3811,ai
3812,real
3813,ai
3814,real
3815,real
3816,ai
3817,real
3818,real
3819,ai
3820,real
3821,real
3822,ai
3823,real
3824,real
3825,real
3826,ai
3827,real
3828,ai
3829,real
3830,real
3831,real
3832,real
3833,ai
3834,real
3835,real
3836,ai
3837,real
3838,real
3839,ai
3840,ai
3841,real
3842,ai
3843,ai
3844,real
3845,real
3846,real
3847,ai
3848,ai
3849,real
3850,ai
3851,real
3852,real
3853,real
3854,real
3855,ai
3856,ai
3857,real
3858,ai
3859,ai
3860,ai
3861,real
3862,real
3863,real
3864,real
3865,ai
3866,ai
3867,real
3868,real
3869,ai
3870,ai
3871,ai
3872,real
3873,ai
3874,ai
3875,real
3876,real
3877,real
3878,ai
3879,real
3880,ai
3881,ai
3882,real
3883,ai
3884,ai
3885,real
3886,real
3887,real
3888,real
3889,real
3890,ai
3891,ai
3892,ai
3893,real
3894,real
3895,ai
3896,ai
3897,ai
3898,ai
3899,ai
3900,ai
3901,ai
3902,ai
3903,ai
3904,real
3905,ai
3906,real
3907,real
3908,ai
3909,ai
3910,real
3911,ai
3912,real
3913,ai
3914,real
3915,ai
3916,ai
3917,ai
3918,ai
3919,ai
3920,real
3921,real
3922,real
3923,ai
3924,ai
3925,ai
3926,real
3927,ai
3928,real
3929,ai
3930,ai
3931,real
3932,real
3933,real
3934,ai
3935,ai
3936,ai
3937,ai
3938,ai
3939,real
3940,ai
3941,ai
3942,real
3943,real
3944,ai
3945,ai
3946,real
3947,ai
3948,ai
3949,ai
3950,ai
3951,ai
3952,ai
3953,ai
3954,ai
3955,ai
3956,real
3957,ai
3958,real
3959,ai
3960,real
3961,ai
3962,real
3963,real
3964,real
3965,real
3966,ai
3967,ai
3968,real
3969,real
3970,ai
3971,real
3972,real
3973,real
3974,ai
3975,ai
3976,ai
3977,real
3978,ai
3979,ai
3980,real
3981,real
3982,ai
3983,real
3984,ai
3985,real
3986,real
3987,ai
3988,ai
3989,ai
3990,real
3991,ai
3992,ai
3993,ai
3994,ai
3995,real
3996,real
3997,real
3998,real
3999,real
